id,question,option1,option2,option3,correct,explanation,difficulty,generated
1051,"Quale frase è corretta?","Lui ha finito","Lui ha finire","Lui finì",0,"La forma corretta è 'Lui ha finito'.",B1,GPT4
1052,"Qual è il sinonimo di 'difficile'?","Facile","Complicato","Semplice",1,"'Complicato' è un sinonimo di 'difficile'.",A2,GPT4
1053,"Qual è la forma corretta del congiuntivo presente del verbo 'avere' per 'tu'?","abbia","abbi","hai",0,"La forma corretta è 'abbia'.",B2,GPT4
1054,"Qual è il participio passato del verbo 'bere'?","bevuto","beviuto","bevato",0,"La forma corretta è 'bevuto'.",B1,GPT4
1055,"Qual è il significato di 'allontanare'?","Avvicinare","Distanziare","Ritornare",1,"'Allontanare' significa 'distanziare' o 'fare andare via'.",B2,GPT4
1056,"Qual è la forma corretta del futuro anteriore del verbo 'essere' per 'noi'?","saremo stati","saranno stati","saremmo stati",0,"La forma corretta è 'saremo stati'.",B2,GPT4
1057,"Quale frase è corretta?","Lei ha letto","Lei ha leggere","Lei leggeva",0,"La forma corretta è 'Lei ha letto'.",B1,GPT4
1058,"Qual è il sinonimo di 'costruire'?","Distruggere","Edificare","Eliminare",1,"'Edificare' è un sinonimo di 'costruire'.",A2,GPT4
1059,"Qual è il significato di 'superare'?","Fallire","Ostacolare","Ottenere",2,"'Superare' significa 'ottenere un risultato positivo'.",B2,GPT4
1060,"Qual è la forma corretta del congiuntivo imperfetto del verbo 'avere' per 'noi'?","avessimo","avevamo","abbiamo",0,"La forma corretta è 'avessimo'.",B2,GPT4
1061,"Qual è il participio passato del verbo 'vivere'?","vissuto","vivuto","vivito",0,"La forma corretta è 'vissuto'.",B1,GPT4
1062,"Qual è il sinonimo di 'silenzioso'?","Rumoroso","Tranquillo","Vivace",1,"'Tranquillo' è un sinonimo di 'silenzioso'.",A2,GPT4
1063,"Qual è il significato di 'insegnare'?","Apprendere","Educare","Ignorare",1,"'Insegnare' significa 'educare o impartire conoscenza'.",B2,GPT4
1064,"Qual è la forma corretta del congiuntivo presente del verbo 'fare' per 'voi'?","facciate","fate","facciano",0,"La forma corretta è 'facciate'.",B2,GPT4
1065,"Qual è il significato di 'trascorrere'?","Passare","Sprecare","Dimenticare",0,"'Trascorrere' significa 'passare del tempo'.",B2,GPT4
1066,"Qual è il participio passato del verbo 'leggere'?","letto","leggito","legguto",0,"La forma corretta è 'letto'.",B1,GPT4
1067,"Qual è il sinonimo di 'importante'?","Secondario","Rilevante","Negligibile",1,"'Rilevante' è un sinonimo di 'importante'.",A2,GPT4
1068,"Qual è il significato di 'commettere'?","Evitare","Perdonare","Fare",2,"'Commettere' significa 'fare qualcosa, spesso un errore'.",B2,GPT4
1069,"Qual è la forma corretta del congiuntivo presente del verbo 'dire' per 'noi'?","diciamo","diciate","dicessimo",0,"La forma corretta è 'diciamo'.",B2,GPT4
1070,"Qual è il significato di 'conseguire'?","Perdere","Ottenere","Rinunciare",1,"'Conseguire' significa 'ottenere un risultato'.",B2,GPT4
1071,"Qual è il participio passato del verbo 'correre'?","corso","corrito","corso",0,"La forma corretta è 'corso'.",B1,GPT4
1072,"Qual è il sinonimo di 'veloce'?","Lento","Rapido","Graduale",1,"'Rapido' è un sinonimo di 'veloce'.",A2,GPT4
1073,"Qual è la forma corretta del congiuntivo presente del verbo 'essere' per 'noi'?","siamo","siate","siano",0,"La forma corretta è 'siamo'.",B2,GPT4
1074,"Qual è il significato di 'insistere'?","Arrendersi","Perseverare","Ignorare",1,"'Insistere' significa 'perseverare' o 'non arrendersi'.",B2,GPT4
1075,"Qual è la forma corretta del futuro anteriore del verbo 'fare' per 'io'?","avrò fatto","sarò fatto","facevo",0,"La forma corretta è 'avrò fatto'.",B2,GPT4
1076,"Qual è il sinonimo di 'intelligente'?","Stupido","Saggio","Astuto",2,"'Astuto' è un sinonimo di 'intelligente'.",A2,GPT4
1077,"Qual è il significato di 'confondere'?","Chiarire","Mescolare","Capire",1,"'Confondere' significa 'mescolare' o 'rendere poco chiaro'.",B2,GPT4
1078,"Qual è il participio passato del verbo 'chiudere'?","chiuso","chiudito","chiuso",0,"La forma corretta è 'chiuso'.",B1,GPT4
1079,"Qual è il sinonimo di 'antico'?","Moderno","Vecchio","Recente",1,"'Vecchio' è un sinonimo di 'antico'.",A2,GPT4
1080,"Qual è la forma corretta del congiuntivo presente del verbo 'scrivere' per 'noi'?","scriviamo","scrivete","scrivano",0,"La forma corretta è 'scriviamo'.",B2,GPT4
1081,"Qual è il significato di 'mentire'?","Dire la verità","Ingannare","Sbagliare",1,"'Mentire' significa 'ingannare' o 'dire qualcosa di falso'.",B2,GPT4
1082,"Qual è il participio passato del verbo 'essere'?","stato","essuto","stati",0,"La forma corretta è 'stato'.",B1,GPT4
1083,"Qual è il sinonimo di 'distruggere'?","Costruire","Rovinare","Migliorare",1,"'Rovinare' è un sinonimo di 'distruggere'.",A2,GPT4
1084,"Qual è la forma corretta del congiuntivo presente del verbo 'vedere' per 'noi'?","vediamo","vedano","vediate",0,"La forma corretta è 'vediamo'.",B2,GPT4
1085,"Qual è il significato di 'ammettere'?","Negare","Rifiutare","Accettare",2,"'Ammettere' significa 'accettare' o 'riconoscere'.",B2,GPT4
1086,"Qual è il sinonimo di 'grasso'?","Magro","Obeso","Sottile",1,"'Obeso' è un sinonimo di 'grasso'.",A2,GPT4
1087,"Qual è il significato di 'collaborare'?","Lavorare da solo","Rifiutare","Lavorare insieme",2,"'Collaborare' significa 'lavorare insieme'.",B2,GPT4
1088,"Qual è il participio passato del verbo 'mettere'?","messo","mettiuto","mettiato",0,"La forma corretta è 'messo'.",B1,GPT4
1089,"Qual è il sinonimo di 'piangere'?","Ridere","Lacrime","Sorridere",1,"'Lacrime' è un sinonimo di 'piangere'.",A2,GPT4
1090,"Qual è la forma corretta del congiuntivo presente del verbo 'stare' per 'noi'?","stiamo","stiate","stano",0,"La forma corretta è 'stiamo'.",B2,GPT4
1091,"Qual è il significato di 'rallentare'?","Accelerare","Fermare","Ridurre la velocità",2,"'Rallentare' significa 'ridurre la velocità'.",B2,GPT4
1092,"Qual è il sinonimo di 'facile'?","Difficile","Semplice","Complicato",1,"'Semplice' è un sinonimo di 'facile'.",A2,GPT4
1093,"Qual è il significato di 'riparare'?","Romper","Aggiustare","Complicare",1,"'Riparare' significa 'aggiustare' o 'mettere a posto'.",B2,GPT4
1094,"Qual è il participio passato del verbo 'morire'?","morto","moriuto","morito",0,"La forma corretta è 'morto'.",B1,GPT4
1095,"Qual è la forma corretta del congiuntivo presente del verbo 'leggere' per 'noi'?","leggiamo","leggete","leggano",0,"La forma corretta è 'leggiamo'.",B2,GPT4
1096,"Qual è il significato di 'finire'?","Iniziare","Continuare","Completare",2,"'Finire' significa 'completare' o 'terminare'.",B2,GPT4
1097,"Qual è il sinonimo di 'felice'?","Triste","Contento","Arrabbiato",1,"'Contento' è un sinonimo di 'felice'.",A2,GPT4
1098,"Qual è il significato di 'correre'?","Camminare","Saltare","Muoversi velocemente",2,"'Correre' significa 'muoversi velocemente'.",B2,GPT4
1099,"Qual è il participio passato del verbo 'decidere'?","deciso","deciduto","decidato",0,"La forma corretta è 'deciso'.",B1,GPT4
1100,"Qual è la forma corretta del congiuntivo presente del verbo 'venire' per 'noi'?","veniamo","venite","vengano",0,"La forma corretta è 'veniamo'.",B2,GPT4
1101,"Qual è il significato di 'urlare'?","Bisbigliare","Sussurrare","Gridare",2,"'Urlare' significa 'gridare'.",B2,GPT4
1102,"Qual è il sinonimo di 'profondo'?","Superficiale","Radicale","Basso",1,"'Radicale' è un sinonimo di 'profondo'.",A2,GPT4
1103,"Qual è la forma corretta del congiuntivo presente del verbo 'giocare' per 'noi'?","giochiamo","giocate","giochino",0,"La forma corretta è 'giochiamo'.",B2,GPT4
1104,"Qual è il significato di 'raggiungere'?","Allontanarsi","Arrivare","Perdere",1,"'Raggiungere' significa 'arrivare'.",B2,GPT4
1105,"Qual è il sinonimo di 'curioso'?","Indifferente","Interessato","Noioso",1,"'Interessato' è un sinonimo di 'curioso'.",A2,GPT4
1106,"Qual è il significato di 'sperare'?","Disperare","Desiderare","Rifiutare",1,"'Sperare' significa 'desiderare qualcosa'.",B2,GPT4
1107,"Qual è il participio passato del verbo 'chiudere'?","chiuso","chiudito","chiudato",0,"La forma corretta è 'chiuso'.",B1,GPT4
1108,"Qual è la forma corretta del congiuntivo presente del verbo 'correre' per 'noi'?","corriamo","correte","corrano",0,"La forma corretta è 'corriamo'.",B2,GPT4
1109,"Qual è il sinonimo di 'caldo'?","Freddo","Tiepido","Bollente",2,"'Bollente' è un sinonimo di 'caldo'.",A2,GPT4
1110,"Qual è il significato di 'leggere'?","Scrivere","Sfogliare","Decifrare",2,"'Leggere' significa 'decifrare un testo scritto'.",B2,GPT4
1111,"Qual è il sinonimo di 'lento'?","Rapido","Veloce","Graduale",2,"'Graduale' è un sinonimo di 'lento'.",A2,GPT4
1112,"Qual è il significato di 'ascoltare'?","Sentire","Ignorare","Parlare",0,"'Ascoltare' significa 'prestare attenzione a un suono'.",B2,GPT4
1113,"Qual è il participio passato del verbo 'scrivere'?","scritto","scrivuto","scrivato",0,"La forma corretta è 'scritto'.",B1,GPT4
1114,"Qual è la forma corretta del congiuntivo presente del verbo 'salire' per 'noi'?","saliamo","salite","salgano",0,"La forma corretta è 'saliamo'.",B2,GPT4
1115,"Qual è il significato di 'cominciare'?","Finire","Iniziare","Proseguire",1,"'Cominciare' significa 'iniziare'.",B2,GPT4
1116,"Qual è il sinonimo di 'dolce'?","Amaro","Piccante","Zuccherato",2,"'Zuccherato' è un sinonimo di 'dolce'.",A2,GPT4
1117,"Qual è il significato di 'frequentare'?","Evitare","Partecipare","Ignorare",1,"'Frequentare' significa 'partecipare a un evento o luogo'.",B2,GPT4
1118,"Qual è il participio passato del verbo 'decidere'?","deciso","deciduto","decidato",0,"La forma corretta è 'deciso'.",B1,GPT4
1119,"Qual è la forma corretta del congiuntivo presente del verbo 'parlare' per 'noi'?","parliamo","parlate","parlino",0,"La forma corretta è 'parliamo'.",B2,GPT4
1120,"Qual è il significato di 'credere'?","Dubitare","Accettare","Pensare",2,"'Credere' significa 'pensare' o 'avere fiducia'.",B2,GPT4
1121,"Qual è il sinonimo di 'trasparente'?","Opaco","Chiaro","Scuro",1,"'Chiaro' è un sinonimo di 'trasparente'.",A2,GPT4
1122,"Qual è il significato di 'convincere'?","Persuadere","Dissuadere","Ingannare",0,"'Convincere' significa 'persuadere qualcuno di qualcosa'.",B2,GPT4
1123,"Qual è la forma corretta del congiuntivo presente del verbo 'vedere' per 'loro'?","vedano","vedono","vediate",0,"La forma corretta è 'vedano'.",B2,GPT4
1124,"Qual è il participio passato del verbo 'aprire'?","aperto","aprito","apriuto",0,"La forma corretta è 'aperto'.",B1,GPT4
1125,"Qual è il significato di 'deludere'?","Soddisfare","Ingannare","Disappuntare",2,"'Deludere' significa 'disappuntare qualcuno'.",B2,GPT4
1126,"Qual è il sinonimo di 'solido'?","Liquido","Duro","Fragile",1,"'Duro' è un sinonimo di 'solido'.",A2,GPT4
1127,"Qual è la forma corretta del congiuntivo presente del verbo 'fare' per 'io'?","faccia","faccio","facci",0,"La forma corretta è 'faccia'.",B2,GPT4
1128,"Qual è il participio passato del verbo 'perdere'?","perso","perduto","perdiuto",0,"La forma corretta è 'perso'.",B1,GPT4
1129,"Qual è il significato di 'traslocare'?","Rimanere","Partire","Cambiare casa",2,"'Traslocare' significa 'cambiare casa'.",B2,GPT4
1130,"Qual è il sinonimo di 'liscio'?","Ruvido","Scivoloso","Piatto",2,"'Scivoloso' è un sinonimo di 'liscio'.",A2,GPT4
1131,"Qual è la forma corretta del congiuntivo presente del verbo 'venire' per 'loro'?","vengano","vengono","veniate",0,"La forma corretta è 'vengano'.",B2,GPT4
1132,"Qual è il participio passato del verbo 'scoprire'?","scoperto","scoprito","scoperto",0,"La forma corretta è 'scoperto'.",B1,GPT4
1133,"Qual è il significato di 'rimediare'?","Ignorare","Riparare","Rovinare",1,"'Rimediare' significa 'riparare un errore o un danno'.",B2,GPT4
1134,"Qual è il sinonimo di 'piccolo'?","Grande","Minuscolo","Enorme",1,"'Minuscolo' è un sinonimo di 'piccolo'.",A2,GPT4
1135,"Qual è la forma corretta del congiuntivo presente del verbo 'essere' per 'loro'?","siano","sono","siate",0,"La forma corretta è 'siano'.",B2,GPT4
1136,"Qual è il participio passato del verbo 'risolvere'?","risolto","risolvuto","risoluto",0,"La forma corretta è 'risolto'.",B1,GPT4
1137,"Qual è il significato di 'divulgare'?","Nascondere","Rivelare","Confondere",1,"'Divulgare' significa 'rivelare o diffondere'.",B2,GPT4
1138,"Qual è il sinonimo di 'allegro'?","Triste","Contento","Arrabbiato",1,"'Contento' è un sinonimo di 'allegro'.",A2,GPT4
1139,"Qual è la forma corretta del congiuntivo presente del verbo 'avere' per 'loro'?","abbiano","abbiate","hanno",0,"La forma corretta è 'abbiano'.",B2,GPT4
1140,"Qual è il participio passato del verbo 'nascere'?","nato","nasciuto","nasciato",0,"La forma corretta è 'nato'.",B1,GPT4
1141,"Qual è il significato di 'esaminare'?","Ignorare","Analizzare","Rifiutare",1,"'Esaminare' significa 'analizzare o studiare con attenzione'.",B2,GPT4
1142,"Qual è il sinonimo di 'affollato'?","Vuoto","Pieno","Tranquillo",1,"'Pieno' è un sinonimo di 'affollato'.",A2,GPT4
1143,"Qual è la forma corretta del congiuntivo presente del verbo 'andare' per 'loro'?","vadano","vadano","andiate",0,"La forma corretta è 'vadano'.",B2,GPT4
1144,"Qual è il participio passato del verbo 'dire'?","detto","ditto","diciuto",0,"La forma corretta è 'detto'.",B1,GPT4
1145,"Qual è il significato di 'affrontare'?","Evitare","Confrontare","Tollerare",1,"'Affrontare' significa 'confrontare un problema o una situazione'.",B2,GPT4
1146,"Qual è il sinonimo di 'alto'?","Basso","Elevato","Medio",1,"'Elevato' è un sinonimo di 'alto'.",A2,GPT4
1147,"Qual è la forma corretta del congiuntivo presente del verbo 'scrivere' per 'loro'?","scrivano","scrivono","scriviate",0,"La forma corretta è 'scrivano'.",B2,GPT4
1148,"Qual è il participio passato del verbo 'aprire'?","aperto","aprito","apriuto",0,"La forma corretta è 'aperto'.",B1,GPT4
1149,"Qual è il significato di 'rimandare'?","Anticipare","Posticipare","Ignorare",1,"'Rimandare' significa 'posticipare o rinviare'.",B2,GPT4
1150,"Qual è il sinonimo di 'forte'?","Debole","Potente","Fragile",1,"'Potente' è un sinonimo di 'forte'.",A2,GPT4
1151,"Qual è la forma corretta del congiuntivo presente del verbo 'partire' per 'loro'?","partano","partono","partiate",0,"La forma corretta è 'partano'.",B2,GPT4
1152,"Qual è il participio passato del verbo 'perdere'?","perso","perduto","perdiuto",0,"La forma corretta è 'perso'.",B1,GPT4
1153,"Qual è il significato di 'sorprendere'?","Annoiare","Deludere","Stupire",2,"'Sorprendere' significa 'stupire o meravigliare'.",B2,GPT4
1154,"Qual è il sinonimo di 'caldo'?","Freddo","Bollente","Gelido",1,"'Bollente' è un sinonimo di 'caldo'.",A2,GPT4
1155,"Qual è la forma corretta del congiuntivo presente del verbo 'credere' per 'loro'?","credano","credono","crediate",0,"La forma corretta è 'credano'.",B2,GPT4
1156,"Qual è il participio passato del verbo 'giungere'?","giunto","giungito","giungato",0,"La forma corretta è 'giunto'.",B1,GPT4
1157,"Qual è il significato di 'valutare'?","Ignorare","Apprezzare","Analizzare",2,"'Valutare' significa 'analizzare o giudicare'.",B2,GPT4
1158,"Qual è il sinonimo di 'curioso'?","Indifferente","Interessato","Noioso",1,"'Interessato' è un sinonimo di 'curioso'.",A2,GPT4
1159,"Qual è la forma corretta del congiuntivo presente del verbo 'nuotare' per 'loro'?","nuotino","nuotano","nuotiate",0,"La forma corretta è 'nuotino'.",B2,GPT4
1160,"Qual è il participio passato del verbo 'sorridere'?","sorriso","sorriduto","sorridato",0,"La forma corretta è 'sorriso'.",B1,GPT4
1161,"Qual è il significato di 'condividere'?","Rifiutare","Dividere","Ignorare",1,"'Condividere' significa 'dividere con qualcuno'.",B2,GPT4
1162,"Qual è il sinonimo di 'tranquillo'?","Calmo","Agitato","Rumoroso",0,"'Calmo' è un sinonimo di 'tranquillo'.",A2,GPT4
1163,"Qual è la forma corretta del congiuntivo presente del verbo 'viaggiare' per 'loro'?","viaggino","viaggiano","viaggiate",0,"La forma corretta è 'viaggino'.",B2,GPT4
1164,"Qual è il participio passato del verbo 'vivere'?","vissuto","vivito","viviuto",0,"La forma corretta è 'vissuto'.",B1,GPT4
1165,"Qual è il significato di 'riconoscere'?","Ignorare","Identificare","Nascondere",1,"'Riconoscere' significa 'identificare qualcosa o qualcuno'.",B2,GPT4
1166,"Qual è il sinonimo di 'bello'?","Brutto","Carino","Sgradevole",1,"'Carino' è un sinonimo di 'bello'.",A2,GPT4
1167,"Qual è la forma corretta del congiuntivo presente del verbo 'chiedere' per 'loro'?","chiedano","chiedono","chiediate",0,"La forma corretta è 'chiedano'.",B2,GPT4
1168,"Qual è il participio passato del verbo 'prendere'?","preso","prenduto","prendiato",0,"La forma corretta è 'preso'.",B1,GPT4
1169,"Qual è il significato di 'offendere'?","Lodare","Insultare","Ringraziare",1,"'Offendere' significa 'insultare o ferire qualcuno con le parole'.",B2,GPT4
1170,"Qual è il sinonimo di 'cominciare'?","Finire","Iniziare","Proseguire",1,"'Iniziare' è un sinonimo di 'cominciare'.",A2,GPT4
1171,"Qual è la forma corretta del congiuntivo presente del verbo 'preferire' per 'loro'?","preferiscano","preferiscono","preferiate",0,"La forma corretta è 'preferiscano'.",B2,GPT4
1172,"Qual è il participio passato del verbo 'rompere'?","rotto","romputo","rompato",0,"La forma corretta è 'rotto'.",B1,GPT4
1173,"Qual è il significato di 'spiegare'?","Confondere","Chiarire","Nascondere",1,"'Spiegare' significa 'chiarire qualcosa a qualcuno'.",B2,GPT4
1174,"Qual è il sinonimo di 'pesante'?","Leggero","Sottile","Grave",0,"'Leggero' è un sinonimo di 'pesante'.",A2,GPT4
1175,"Qual è la forma corretta del congiuntivo presente del verbo 'trovare' per 'loro'?","trovino","trovano","troviate",0,"La forma corretta è 'trovino'.",B2,GPT4
1176,"Qual è il participio passato del verbo 'scendere'?","sceso","scenduto","scendato",0,"La forma corretta è 'sceso'.",B1,GPT4
1177,"Qual è il significato di 'indagare'?","Ignorare","Esplorare","Investigare",2,"'Indagare' significa 'investigare o esplorare un argomento'.",B2,GPT4
1178,"Qual è il sinonimo di 'veloce'?","Lento","Rapido","Graduale",1,"'Rapido' è un sinonimo di 'veloce'.",A2,GPT4
1179,"Qual è la forma corretta del congiuntivo presente del verbo 'costruire' per 'loro'?","costruiscano","costruiscono","costruiate",0,"La forma corretta è 'costruiscano'.",B2,GPT4
1180,"Qual è il participio passato del verbo 'scegliere'?","scelto","scegliuto","scegliato",0,"La forma corretta è 'scelto'.",B1,GPT4
1181,"Qual è il significato di 'mentire'?","Dire la verità","Dire una bugia","Confondere",1,"'Mentire' significa 'dire una bugia'.",B2,GPT4
1182,"Qual è il sinonimo di 'economico'?","Caro","Costoso","Conveniente",2,"'Conveniente' è un sinonimo di 'economico'.",A2,GPT4
1183,"Qual è la forma corretta del congiuntivo presente del verbo 'piacere' per 'loro'?","piacciano","piacciono","piaciate",0,"La forma corretta è 'piacciano'.",B2,GPT4
1184,"Qual è il participio passato del verbo 'aprire'?","aperto","aprito","apriuto",0,"La forma corretta è 'aperto'.",B1,GPT4
1185,"Qual è il significato di 'preferire'?","Detestare","Gradire","Evitare",1,"'Preferire' significa 'gradire di più'.",B2,GPT4
1186,"Qual è il sinonimo di 'veloce'?","Lento","Rapido","Pigro",1,"'Rapido' è un sinonimo di 'veloce'.",A2,GPT4
1187,"Qual è la forma corretta del congiuntivo presente del verbo 'dormire' per 'loro'?","dormano","dormino","dormiate",1,"La forma corretta è 'dormino'.",B2,GPT4
1188,"Qual è il participio passato del verbo 'scrivere'?","scritto","scrivuto","scriviuto",0,"La forma corretta è 'scritto'.",B1,GPT4
1189,"Qual è il significato di 'dubitare'?","Credere","Sospettare","Accettare",1,"'Dubitare' significa 'sospettare' o 'non essere sicuri di qualcosa'.",B2,GPT4
1190,"Qual è il sinonimo di 'freddo'?","Gelido","Caldo","Bollente",0,"'Gelido' è un sinonimo di 'freddo'.",A2,GPT4
1191,"Qual è la forma corretta del congiuntivo presente del verbo 'vedere' per 'loro'?","vedano","vedono","vediate",0,"La forma corretta è 'vedano'.",B2,GPT4
1192,"Qual è il participio passato del verbo 'uccidere'?","ucciso","ucciduto","uccidato",0,"La forma corretta è 'ucciso'.",B1,GPT4
1193,"Qual è il significato di 'guarire'?","Ammalarsi","Migliorare","Ferire",1,"'Guarire' significa 'migliorare la salute o riprendersi da una malattia'.",B2,GPT4
1194,"Qual è il sinonimo di 'alto'?","Elevato","Basso","Medio",0,"'Elevato' è un sinonimo di 'alto'.",A2,GPT4
1195,"Qual è la forma corretta del congiuntivo presente del verbo 'finire' per 'loro'?","finiscano","finiscono","finiate",0,"La forma corretta è 'finiscano'.",B2,GPT4
1196,"Qual è il participio passato del verbo 'spendere'?","speso","spenduto","spendiuto",0,"La forma corretta è 'speso'.",B1,GPT4
1197,"Qual è il significato di 'rimandare'?","Posticipare","Anticipare","Ignorare",0,"'Rimandare' significa 'posticipare o rinviare'.",B2,GPT4
1198,"Qual è il sinonimo di 'felice'?","Triste","Contento","Arrabbiato",1,"'Contento' è un sinonimo di 'felice'.",A2,GPT4
1199,"Qual è la forma corretta del congiuntivo presente del verbo 'leggere' per 'loro'?","leggano","leggono","leggiate",0,"La forma corretta è 'leggano'.",B2,GPT4
1200,"Qual è il participio passato del verbo 'vivere'?","vissuto","vivito","viviuto",0,"La forma corretta è 'vissuto'.",B1,GPT4
1201,"Qual è il significato di 'correggere'?","Sbagliare","Migliorare","Revisionare",2,"'Correggere' significa 'revisionare e migliorare un errore'.",B2,GPT4
1202,"Qual è il sinonimo di 'difficile'?","Facile","Complicato","Semplice",1,"'Complicato' è un sinonimo di 'difficile'.",A2,GPT4
1203,"Qual è la forma corretta del congiuntivo presente del verbo 'scrivere' per 'loro'?","scrivano","scrivono","scriviate",0,"La forma corretta è 'scrivano'.",B2,GPT4
1204,"Qual è il participio passato del verbo 'risolvere'?","risolto","risolvuto","risoluto",0,"La forma corretta è 'risolto'.",B1,GPT4
1205,"Qual è il significato di 'esaminare'?","Ignorare","Analizzare","Rifiutare",1,"'Esaminare' significa 'analizzare o studiare con attenzione'.",B2,GPT4
1206,"Qual è il sinonimo di 'veloce'?","Rapido","Lento","Graduale",0,"'Rapido' è un sinonimo di 'veloce'.",A2,GPT4
1207,"Qual è la forma corretta del congiuntivo presente del verbo 'partire' per 'loro'?","partano","partono","partiate",0,"La forma corretta è 'partano'.",B2,GPT4
1208,"Qual è il participio passato del verbo 'mettere'?","messo","mettuto","mettiuto",0,"La forma corretta è 'messo'.",B1,GPT4
1209,"Qual è il significato di 'eliminare'?","Aggiungere","Rimuovere","Conservare",1,"'Eliminare' significa 'rimuovere qualcosa'.",B2,GPT4
1210,"Qual è il sinonimo di 'timido'?","Estroverso","Rilassato","Introverso",2,"'Introverso' è un sinonimo di 'timido'.",A2,GPT4
1211,"Qual è la forma corretta del congiuntivo presente del verbo 'costruire' per 'loro'?","costruiscano","costruiscono","costruiate",0,"La forma corretta è 'costruiscano'.",B2,GPT4
1212,"Qual è il participio passato del verbo 'scegliere'?","scelto","scegliuto","scegliato",0,"La forma corretta è 'scelto'.",B1,GPT4
1213,"Qual è il significato di 'comunicare'?","Nascondere","Condividere","Confondere",1,"'Comunicare' significa 'condividere informazioni con qualcuno'.",B2,GPT4
1214,"Qual è il sinonimo di 'basso'?","Elevato","Piccolo","Grande",1,"'Piccolo' è un sinonimo di 'basso'.",A2,GPT4
1215,"Qual è la forma corretta del congiuntivo presente del verbo 'sapere' per 'loro'?","sappiano","sappiano","sapete",0,"La forma corretta è 'sappiano'.",B2,GPT4
1216,"Qual è il participio passato del verbo 'esprimere'?","espresso","esprimuto","esprimiuto",0,"La forma corretta è 'espresso'.",B1,GPT4
1217,"Qual è il significato di 'provare'?","Tentare","Rifiutare","Ignorare",0,"'Provare' significa 'tentare o fare un tentativo'.",B2,GPT4
1218,"Qual è il sinonimo di 'fragile'?","Robusto","Debole","Duro",1,"'Debole' è un sinonimo di 'fragile'.",A2,GPT4
1219,"Qual è la forma corretta del congiuntivo presente del verbo 'pensare' per 'loro'?","pensino","pensano","pensiate",0,"La forma corretta è 'pensino'.",B2,GPT4
1220,"Qual è il participio passato del verbo 'offrire'?","offerto","offrito","offriuto",0,"La forma corretta è 'offerto'.",B1,GPT4
1221,"Qual è il significato di 'distinguere'?","Confondere","Identificare","Unire",1,"'Distinguere' significa 'identificare le differenze tra cose o persone'.",B2,GPT4
1222,"Qual è il sinonimo di 'facile'?","Complicato","Semplice","Difficile",1,"'Semplice' è un sinonimo di 'facile'.",A2,GPT4
1223,"Qual è la forma corretta del congiuntivo presente del verbo 'credere' per 'loro'?","credano","credono","crediate",0,"La forma corretta è 'credano'.",B2,GPT4
1224,"Qual è il participio passato del verbo 'aprire'?","aperto","aprito","apriuto",0,"La forma corretta è 'aperto'.",B1,GPT4
1225,"Qual è il significato di 'stimolare'?","Inibire","Promuovere","Evitare",1,"'Stimolare' significa 'promuovere o incoraggiare qualcosa'.",B2,GPT4
1226,"Qual è il sinonimo di 'grande'?","Piccolo","Enorme","Minuscolo",1,"'Enorme' è un sinonimo di 'grande'.",A2,GPT4
1227,"Qual è la forma corretta del congiuntivo presente del verbo 'finire' per 'loro'?","finiscano","finiscono","finiate",0,"La forma corretta è 'finiscano'.",B2,GPT4
1228,"Qual è il participio passato del verbo 'perdere'?","perso","perduto","perdiuto",0,"La forma corretta è 'perso'.",B1,GPT4
1229,"Qual è il significato di 'decidere'?","Indecidere","Scartare","Stabilire",2,"'Decidere' significa 'stabilire o determinare qualcosa'.",B2,GPT4
1230,"Qual è il sinonimo di 'nuovo'?","Vecchio","Recento","Antico",1,"'Recento' è un sinonimo di 'nuovo'.",A2,GPT4
1231,"Qual è la forma corretta del congiuntivo presente del verbo 'sperare' per 'loro'?","sperino","sperano","speriate",0,"La forma corretta è 'sperino'.",B2,GPT4
1232,"Qual è il participio passato del verbo 'correre'?","corso","corrito","corrito",0,"La forma corretta è 'corso'.",B1,GPT4
1233,"Qual è il significato di 'scoprire'?","Nascondere","Rivelare","Ignorare",1,"'Scoprire' significa 'rivelare o trovare qualcosa di nascosto'.",B2,GPT4
1234,"Qual è il sinonimo di 'intelligente'?","Stupido","Saggio","Inetto",1,"'Saggio' è un sinonimo di 'intelligente'.",A2,GPT4
1235,"Qual è la forma corretta del congiuntivo presente del verbo 'chiudere' per 'loro'?","chiudano","chiudono","chiudiate",0,"La forma corretta è 'chiudano'.",B2,GPT4
1236,"Qual è il participio passato del verbo 'vendere'?","venduto","vendato","vendito",0,"La forma corretta è 'venduto'.",B1,GPT4
1237,"Qual è il significato di 'concordare'?","Discutere","Disapprovare","Accordarsi",2,"'Concordare' significa 'accordarsi o essere d'accordo su qualcosa'.",B2,GPT4
1238,"Qual è il sinonimo di 'rumoroso'?","Silenzioso","Calmo","Fragoroso",2,"'Fragoroso' è un sinonimo di 'rumoroso'.",A2,GPT4
1239,"Qual è la forma corretta del congiuntivo presente del verbo 'vedere' per 'loro'?","vedano","vedono","vediate",0,"La forma corretta è 'vedano'.",B2,GPT4
1240,"Qual è il participio passato del verbo 'dipingere'?","dipinto","dipinguto","dipinto",0,"La forma corretta è 'dipinto'.",B1,GPT4
1241,"Qual è il significato di 'riparare'?","Rovinare","Aggiustare","Distruggere",1,"'Riparare' significa 'aggiustare o sistemare qualcosa di rotto'.",B2,GPT4
